ticker,event_ticker,title,status,result,strike,volume,close_time,expiration_time
KXBTC15M-25DEC150930-30,KXBTC15M-25DEC150930,"BTC price up in next 15 mins?",finalized,no,,857,2025-12-15T14:30:00Z,2025-12-22T14:30:00Z
KXBTC15M-25DEC150915-15,KXBTC15M-25DEC150915,"BTC price up in next 15 mins?",finalized,yes,,2,2025-12-15T14:15:00Z,2025-12-22T14:15:00Z
KXBTC15M-25DEC150000-00,KXBTC15M-25DEC150000,"BTC price up in next 15 mins?",finalized,yes,,5558,2025-12-15T05:00:00Z,2025-12-22T05:00:00Z
KXBTC15M-25DEC142345-45,KXBTC15M-25DEC142345,"BTC price up in next 15 mins?",finalized,yes,,625,2025-12-15T04:45:00Z,2025-12-22T04:45:00Z
KXBTC15M-25DEC142330-30,KXBTC15M-25DEC142330,"BTC price up in next 15 mins?",finalized,no,,366,2025-12-15T04:30:00Z,2025-12-22T04:30:00Z
KXBTC15M-25DEC142315-15,KXBTC15M-25DEC142315,"BTC price up in next 15 mins?",finalized,yes,,3,2025-12-15T04:15:00Z,2025-12-22T04:15:00Z
KXBTC15M-25DEC142300-00,KXBTC15M-25DEC142300,"BTC price up in next 15 mins?",finalized,yes,,998,2025-12-15T04:00:00Z,2025-12-22T04:00:00Z
KXBTC15M-25DEC142245-45,KXBTC15M-25DEC142245,"BTC price up in next 15 mins?",finalized,no,,4,2025-12-15T03:45:00Z,2025-12-22T03:45:00Z
KXBTC15M-25DEC142230-30,KXBTC15M-25DEC142230,"BTC price up in next 15 mins?",finalized,yes,,2,2025-12-15T03:30:00Z,2025-12-22T03:30:00Z
KXBTC15M-25DEC142215-15,KXBTC15M-25DEC142215,"BTC price up in next 15 mins?",finalized,yes,,405,2025-12-15T03:15:00Z,2025-12-22T03:15:00Z
KXBTC15M-25DEC142200-00,KXBTC15M-25DEC142200,"BTC price up in next 15 mins?",finalized,no,,4,2025-12-15T03:00:00Z,2025-12-22T03:00:00Z
KXBTC15M-25DEC142145-45,KXBTC15M-25DEC142145,"BTC price up in next 15 mins?",finalized,no,,89,2025-12-15T02:45:00Z,2025-12-22T02:45:00Z
KXBTC15M-25DEC142130-30,KXBTC15M-25DEC142130,"BTC price up in next 15 mins?",finalized,yes,,1,2025-12-15T02:30:00Z,2025-12-22T02:30:00Z
KXBTC15M-25DEC142115-15,KXBTC15M-25DEC142115,"BTC price up in next 15 mins?",finalized,yes,,142,2025-12-15T02:15:00Z,2025-12-22T02:15:00Z
KXBTC15M-25DEC142100-00,KXBTC15M-25DEC142100,"BTC price up in next 15 mins?",finalized,yes,,182,2025-12-15T02:00:00Z,2025-12-22T02:00:00Z
KXBTC15M-25DEC142045-45,KXBTC15M-25DEC142045,"BTC price up in next 15 mins?",finalized,yes,,1,2025-12-15T01:45:00Z,2025-12-22T01:45:00Z
KXBTC15M-25DEC142030-30,KXBTC15M-25DEC142030,"BTC price up in next 15 mins?",finalized,yes,,117,2025-12-15T01:30:00Z,2025-12-22T01:30:00Z
KXBTC15M-25DEC142015-15,KXBTC15M-25DEC142015,"BTC price up in next 15 mins?",finalized,yes,,549,2025-12-15T01:15:00Z,2025-12-22T01:15:00Z
KXBTC15M-25DEC142000-00,KXBTC15M-25DEC142000,"BTC price up in next 15 mins?",finalized,yes,,4,2025-12-15T01:00:00Z,2025-12-22T01:00:00Z
KXBTC15M-25DEC141945-45,KXBTC15M-25DEC141945,"BTC price up in next 15 mins?",finalized,no,,5,2025-12-15T00:45:00Z,2025-12-22T00:45:00Z
KXBTC15M-25DEC141930-30,KXBTC15M-25DEC141930,"BTC price up in next 15 mins?",finalized,yes,,17,2025-12-15T00:30:00Z,2025-12-22T00:30:00Z
KXBTC15M-25DEC141915-15,KXBTC15M-25DEC141915,"BTC price up in next 15 mins?",finalized,no,,169,2025-12-15T00:15:00Z,2025-12-22T00:15:00Z
KXBTC15M-25DEC141900-00,KXBTC15M-25DEC141900,"BTC price up in next 15 mins?",finalized,yes,,140,2025-12-15T00:00:00Z,2025-12-22T00:00:00Z
KXBTC15M-25DEC141845-45,KXBTC15M-25DEC141845,"BTC price up in next 15 mins?",finalized,yes,,413,2025-12-14T23:45:00Z,2025-12-21T23:45:00Z
KXBTC15M-25DEC141830-30,KXBTC15M-25DEC141830,"BTC price up in next 15 mins?",finalized,no,,55,2025-12-14T23:30:00Z,2025-12-21T23:30:00Z
KXBTC15M-25DEC141815-15,KXBTC15M-25DEC141815,"BTC price up in next 15 mins?",finalized,no,,203,2025-12-14T23:15:00Z,2025-12-21T23:15:00Z
KXBTC15M-25DEC141800-00,KXBTC15M-25DEC141800,"BTC price up in next 15 mins?",finalized,yes,,7,2025-12-14T23:00:00Z,2025-12-21T23:00:00Z
KXBTC15M-25DEC141745-45,KXBTC15M-25DEC141745,"BTC price up in next 15 mins?",finalized,no,,6,2025-12-14T22:45:00Z,2025-12-21T22:45:00Z
KXBTC15M-25DEC141730-30,KXBTC15M-25DEC141730,"BTC price up in next 15 mins?",finalized,no,,210,2025-12-14T22:30:00Z,2025-12-21T22:30:00Z
KXBTC15M-25DEC141715-15,KXBTC15M-25DEC141715,"BTC price up in next 15 mins?",finalized,yes,,41,2025-12-14T22:15:00Z,2025-12-21T22:15:00Z
KXBTC15M-25DEC141700-00,KXBTC15M-25DEC141700,"BTC price up in next 15 mins?",finalized,no,,270,2025-12-14T22:00:00Z,2025-12-21T22:00:00Z
KXBTC15M-25DEC141645-45,KXBTC15M-25DEC141645,"BTC price up in next 15 mins?",finalized,no,,226,2025-12-14T21:45:00Z,2025-12-21T21:45:00Z
KXBTC15M-25DEC141630-30,KXBTC15M-25DEC141630,"BTC price up in next 15 mins?",finalized,yes,,16,2025-12-14T21:30:00Z,2025-12-21T21:30:00Z
KXBTC15M-25DEC141615-15,KXBTC15M-25DEC141615,"BTC price up in next 15 mins?",finalized,no,,38,2025-12-14T21:15:00Z,2025-12-21T21:15:00Z
KXBTC15M-25DEC141600-00,KXBTC15M-25DEC141600,"BTC price up in next 15 mins?",finalized,no,,32,2025-12-14T21:00:00Z,2025-12-21T21:00:00Z
KXBTC15M-25DEC141545-45,KXBTC15M-25DEC141545,"BTC price up in next 15 mins?",finalized,no,,294,2025-12-14T20:45:00Z,2025-12-21T20:45:00Z
KXBTC15M-25DEC141530-30,KXBTC15M-25DEC141530,"BTC price up in next 15 mins?",finalized,no,,1113,2025-12-14T20:30:00Z,2025-12-21T20:30:00Z
KXBTC15M-25DEC141515-15,KXBTC15M-25DEC141515,"BTC price up in next 15 mins?",finalized,yes,,655,2025-12-14T20:15:00Z,2025-12-21T20:15:00Z
KXBTC15M-25DEC141500-00,KXBTC15M-25DEC141500,"BTC price up in next 15 mins?",finalized,yes,,1711,2025-12-14T20:00:00Z,2025-12-21T20:00:00Z
KXBTC15M-25DEC141445-45,KXBTC15M-25DEC141445,"BTC price up in next 15 mins?",finalized,no,,1116,2025-12-14T19:45:00Z,2025-12-21T19:45:00Z
KXBTC15M-25DEC141430-30,KXBTC15M-25DEC141430,"BTC price up in next 15 mins?",finalized,no,,277,2025-12-14T19:30:00Z,2025-12-21T19:30:00Z
KXBTC15M-25DEC141415-15,KXBTC15M-25DEC141415,"BTC price up in next 15 mins?",finalized,no,,946,2025-12-14T19:15:00Z,2025-12-21T19:15:00Z
KXBTC15M-25DEC141400-00,KXBTC15M-25DEC141400,"BTC price up in next 15 mins?",finalized,yes,,166,2025-12-14T19:00:00Z,2025-12-21T19:00:00Z
KXBTC15M-25DEC141345-45,KXBTC15M-25DEC141345,"BTC price up in next 15 mins?",finalized,yes,,1308,2025-12-14T18:45:00Z,2025-12-21T18:45:00Z
KXBTC15M-25DEC141330-30,KXBTC15M-25DEC141330,"BTC price up in next 15 mins?",finalized,no,,287,2025-12-14T18:30:00Z,2025-12-21T18:30:00Z
KXBTC15M-25DEC141315-15,KXBTC15M-25DEC141315,"BTC price up in next 15 mins?",finalized,yes,,155,2025-12-14T18:15:00Z,2025-12-21T18:15:00Z
KXBTC15M-25DEC141300-00,KXBTC15M-25DEC141300,"BTC price up in next 15 mins?",finalized,yes,,122,2025-12-14T18:00:00Z,2025-12-21T18:00:00Z
KXBTC15M-25DEC141245-45,KXBTC15M-25DEC141245,"BTC price up in next 15 mins?",finalized,yes,,110,2025-12-14T17:45:00Z,2025-12-21T17:45:00Z
KXBTC15M-25DEC141230-30,KXBTC15M-25DEC141230,"BTC price up in next 15 mins?",finalized,yes,,149,2025-12-14T17:30:00Z,2025-12-21T17:30:00Z
KXBTC15M-25DEC141215-15,KXBTC15M-25DEC141215,"BTC price up in next 15 mins?",finalized,no,,21,2025-12-14T17:15:00Z,2025-12-21T17:15:00Z
KXBTC15M-25DEC141200-00,KXBTC15M-25DEC141200,"BTC price up in next 15 mins?",finalized,no,,422,2025-12-14T17:00:00Z,2025-12-21T17:00:00Z
KXBTC15M-25DEC141145-45,KXBTC15M-25DEC141145,"BTC price up in next 15 mins?",finalized,no,,21,2025-12-14T16:45:00Z,2025-12-21T16:45:00Z
KXBTC15M-25DEC141130-30,KXBTC15M-25DEC141130,"BTC price up in next 15 mins?",finalized,yes,,157,2025-12-14T16:30:00Z,2025-12-21T16:30:00Z
KXBTC15M-25DEC141115-15,KXBTC15M-25DEC141115,"BTC price up in next 15 mins?",finalized,no,,207,2025-12-14T16:15:00Z,2025-12-21T16:15:00Z
KXBTC15M-25DEC141100-00,KXBTC15M-25DEC141100,"BTC price up in next 15 mins?",finalized,no,,339,2025-12-14T16:00:00Z,2025-12-21T16:00:00Z
KXBTC15M-25DEC141045-45,KXBTC15M-25DEC141045,"BTC price up in next 15 mins?",finalized,yes,,826,2025-12-14T15:45:00Z,2025-12-21T15:45:00Z
KXBTC15M-25DEC141030-30,KXBTC15M-25DEC141030,"BTC price up in next 15 mins?",finalized,no,,35,2025-12-14T15:30:00Z,2025-12-21T15:30:00Z
KXBTC15M-25DEC141015-15,KXBTC15M-25DEC141015,"BTC price up in next 15 mins?",finalized,no,,2168,2025-12-14T15:15:00Z,2025-12-21T15:15:00Z
KXBTC15M-25DEC141000-00,KXBTC15M-25DEC141000,"BTC price up in next 15 mins?",finalized,yes,,39,2025-12-14T15:00:00Z,2025-12-21T15:00:00Z
KXBTC15M-25DEC140945-45,KXBTC15M-25DEC140945,"BTC price up in next 15 mins?",finalized,no,,0,2025-12-14T14:45:00Z,2025-12-21T14:45:00Z
KXBTC15M-25DEC140930-30,KXBTC15M-25DEC140930,"BTC price up in next 15 mins?",finalized,no,,1716,2025-12-14T14:30:00Z,2025-12-21T14:30:00Z
KXBTC15M-25DEC140915-15,KXBTC15M-25DEC140915,"BTC price up in next 15 mins?",finalized,no,,10,2025-12-14T14:15:00Z,2025-12-21T14:15:00Z
KXBTC15M-25DEC140000-00,KXBTC15M-25DEC140000,"BTC price up in next 15 mins?",finalized,yes,,548,2025-12-14T05:00:00Z,2025-12-21T05:00:00Z
KXBTC15M-25DEC132345-45,KXBTC15M-25DEC132345,"BTC price up in next 15 mins?",finalized,no,,211,2025-12-14T04:45:00Z,2025-12-21T04:45:00Z
KXBTC15M-25DEC132330-30,KXBTC15M-25DEC132330,"BTC price up in next 15 mins?",finalized,yes,,601,2025-12-14T04:30:00Z,2025-12-21T04:30:00Z
KXBTC15M-25DEC132315-15,KXBTC15M-25DEC132315,"BTC price up in next 15 mins?",finalized,yes,,1426,2025-12-14T04:15:00Z,2025-12-21T04:15:00Z
KXBTC15M-25DEC132300-00,KXBTC15M-25DEC132300,"BTC price up in next 15 mins?",finalized,no,,406,2025-12-14T04:00:00Z,2025-12-21T04:00:00Z
KXBTC15M-25DEC132245-45,KXBTC15M-25DEC132245,"BTC price up in next 15 mins?",finalized,yes,,1236,2025-12-14T03:45:00Z,2025-12-21T03:45:00Z
KXBTC15M-25DEC132230-30,KXBTC15M-25DEC132230,"BTC price up in next 15 mins?",finalized,no,,576,2025-12-14T03:30:00Z,2025-12-21T03:30:00Z
KXBTC15M-25DEC132215-15,KXBTC15M-25DEC132215,"BTC price up in next 15 mins?",finalized,no,,1908,2025-12-14T03:15:00Z,2025-12-21T03:15:00Z
KXBTC15M-25DEC132200-00,KXBTC15M-25DEC132200,"BTC price up in next 15 mins?",finalized,no,,388,2025-12-14T03:00:00Z,2025-12-21T03:00:00Z
KXBTC15M-25DEC132145-45,KXBTC15M-25DEC132145,"BTC price up in next 15 mins?",finalized,no,,107,2025-12-14T02:45:00Z,2025-12-21T02:45:00Z
KXBTC15M-25DEC132130-30,KXBTC15M-25DEC132130,"BTC price up in next 15 mins?",finalized,yes,,2060,2025-12-14T02:30:00Z,2025-12-21T02:30:00Z
KXBTC15M-25DEC132115-15,KXBTC15M-25DEC132115,"BTC price up in next 15 mins?",finalized,yes,,1671,2025-12-14T02:15:00Z,2025-12-21T02:15:00Z
KXBTC15M-25DEC132100-00,KXBTC15M-25DEC132100,"BTC price up in next 15 mins?",finalized,yes,,227,2025-12-14T02:00:00Z,2025-12-21T02:00:00Z
KXBTC15M-25DEC132045-45,KXBTC15M-25DEC132045,"BTC price up in next 15 mins?",finalized,no,,22,2025-12-14T01:45:00Z,2025-12-21T01:45:00Z
KXBTC15M-25DEC132030-30,KXBTC15M-25DEC132030,"BTC price up in next 15 mins?",finalized,yes,,1452,2025-12-14T01:30:00Z,2025-12-21T01:30:00Z
KXBTC15M-25DEC132015-15,KXBTC15M-25DEC132015,"BTC price up in next 15 mins?",finalized,yes,,709,2025-12-14T01:15:00Z,2025-12-21T01:15:00Z
KXBTC15M-25DEC132000-00,KXBTC15M-25DEC132000,"BTC price up in next 15 mins?",finalized,no,,105,2025-12-14T01:00:00Z,2025-12-21T01:00:00Z
KXBTC15M-25DEC131945-45,KXBTC15M-25DEC131945,"BTC price up in next 15 mins?",finalized,yes,,2305,2025-12-14T00:45:00Z,2025-12-21T00:45:00Z
KXBTC15M-25DEC131930-30,KXBTC15M-25DEC131930,"BTC price up in next 15 mins?",finalized,yes,,762,2025-12-14T00:30:00Z,2025-12-21T00:30:00Z
KXBTC15M-25DEC131915-15,KXBTC15M-25DEC131915,"BTC price up in next 15 mins?",finalized,no,,71,2025-12-14T00:15:00Z,2025-12-21T00:15:00Z
KXBTC15M-25DEC131900-00,KXBTC15M-25DEC131900,"BTC price up in next 15 mins?",finalized,yes,,617,2025-12-14T00:00:00Z,2025-12-21T00:00:00Z
KXBTC15M-25DEC131845-45,KXBTC15M-25DEC131845,"BTC price up in next 15 mins?",finalized,yes,,64,2025-12-13T23:45:00Z,2025-12-20T23:45:00Z
KXBTC15M-25DEC131830-30,KXBTC15M-25DEC131830,"BTC price up in next 15 mins?",finalized,yes,,349,2025-12-13T23:30:00Z,2025-12-20T23:30:00Z
KXBTC15M-25DEC131815-15,KXBTC15M-25DEC131815,"BTC price up in next 15 mins?",finalized,yes,,1513,2025-12-13T23:15:00Z,2025-12-20T23:15:00Z
KXBTC15M-25DEC131800-00,KXBTC15M-25DEC131800,"BTC price up in next 15 mins?",finalized,no,,190,2025-12-13T23:00:00Z,2025-12-20T23:00:00Z
KXBTC15M-25DEC131745-45,KXBTC15M-25DEC131745,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-13T22:45:00Z,2025-12-20T22:45:00Z
KXBTC15M-25DEC131730-30,KXBTC15M-25DEC131730,"BTC price up in next 15 mins?",finalized,yes,,467,2025-12-13T22:30:00Z,2025-12-20T22:30:00Z
KXBTC15M-25DEC131715-15,KXBTC15M-25DEC131715,"BTC price up in next 15 mins?",finalized,no,,89,2025-12-13T22:15:00Z,2025-12-20T22:15:00Z
KXBTC15M-25DEC130000-00,KXBTC15M-25DEC130000,"BTC price up in next 15 mins?",finalized,no,,1499,2025-12-13T05:00:00Z,2025-12-20T05:00:00Z
KXBTC15M-25DEC122345-45,KXBTC15M-25DEC122345,"BTC price up in next 15 mins?",finalized,yes,,200,2025-12-13T04:45:00Z,2025-12-20T04:45:00Z
KXBTC15M-25DEC122330-30,KXBTC15M-25DEC122330,"BTC price up in next 15 mins?",finalized,yes,,5839,2025-12-13T04:30:00Z,2025-12-20T04:30:00Z
KXBTC15M-25DEC122315-15,KXBTC15M-25DEC122315,"BTC price up in next 15 mins?",finalized,no,,693,2025-12-13T04:15:00Z,2025-12-20T04:15:00Z
KXBTC15M-25DEC122300-00,KXBTC15M-25DEC122300,"BTC price up in next 15 mins?",finalized,no,,294,2025-12-13T04:00:00Z,2025-12-20T04:00:00Z
KXBTC15M-25DEC122245-45,KXBTC15M-25DEC122245,"BTC price up in next 15 mins?",finalized,yes,,17,2025-12-13T03:45:00Z,2025-12-20T03:45:00Z
KXBTC15M-25DEC122230-30,KXBTC15M-25DEC122230,"BTC price up in next 15 mins?",finalized,yes,,95,2025-12-13T03:30:00Z,2025-12-20T03:30:00Z
KXBTC15M-25DEC122215-15,KXBTC15M-25DEC122215,"BTC price up in next 15 mins?",finalized,yes,,1424,2025-12-13T03:15:00Z,2025-12-20T03:15:00Z
KXBTC15M-25DEC122200-00,KXBTC15M-25DEC122200,"BTC price up in next 15 mins?",finalized,no,,176,2025-12-13T03:00:00Z,2025-12-20T03:00:00Z
KXBTC15M-25DEC122145-45,KXBTC15M-25DEC122145,"BTC price up in next 15 mins?",finalized,no,,105,2025-12-13T02:45:00Z,2025-12-20T02:45:00Z
KXBTC15M-25DEC122130-30,KXBTC15M-25DEC122130,"BTC price up in next 15 mins?",finalized,yes,,1367,2025-12-13T02:30:00Z,2025-12-20T02:30:00Z
KXBTC15M-25DEC122115-15,KXBTC15M-25DEC122115,"BTC price up in next 15 mins?",finalized,yes,,1339,2025-12-13T02:15:00Z,2025-12-20T02:15:00Z
KXBTC15M-25DEC122100-00,KXBTC15M-25DEC122100,"BTC price up in next 15 mins?",finalized,yes,,2887,2025-12-13T02:00:00Z,2025-12-20T02:00:00Z
KXBTC15M-25DEC122045-45,KXBTC15M-25DEC122045,"BTC price up in next 15 mins?",finalized,no,,908,2025-12-13T01:45:00Z,2025-12-20T01:45:00Z
KXBTC15M-25DEC122030-30,KXBTC15M-25DEC122030,"BTC price up in next 15 mins?",finalized,yes,,1489,2025-12-13T01:30:00Z,2025-12-20T01:30:00Z
KXBTC15M-25DEC122015-15,KXBTC15M-25DEC122015,"BTC price up in next 15 mins?",finalized,no,,3982,2025-12-13T01:15:00Z,2025-12-20T01:15:00Z
KXBTC15M-25DEC122000-00,KXBTC15M-25DEC122000,"BTC price up in next 15 mins?",finalized,no,,3527,2025-12-13T01:00:00Z,2025-12-20T01:00:00Z
KXBTC15M-25DEC121945-45,KXBTC15M-25DEC121945,"BTC price up in next 15 mins?",finalized,yes,,1647,2025-12-13T00:45:00Z,2025-12-20T00:45:00Z
KXBTC15M-25DEC121930-30,KXBTC15M-25DEC121930,"BTC price up in next 15 mins?",finalized,no,,108,2025-12-13T00:30:00Z,2025-12-20T00:30:00Z
KXBTC15M-25DEC121915-15,KXBTC15M-25DEC121915,"BTC price up in next 15 mins?",finalized,yes,,131,2025-12-13T00:15:00Z,2025-12-20T00:15:00Z
KXBTC15M-25DEC121900-00,KXBTC15M-25DEC121900,"BTC price up in next 15 mins?",finalized,no,,108,2025-12-13T00:00:00Z,2025-12-20T00:00:00Z
KXBTC15M-25DEC121845-45,KXBTC15M-25DEC121845,"BTC price up in next 15 mins?",finalized,yes,,26,2025-12-12T23:45:00Z,2025-12-19T23:45:00Z
KXBTC15M-25DEC121830-30,KXBTC15M-25DEC121830,"BTC price up in next 15 mins?",finalized,no,,162,2025-12-12T23:30:00Z,2025-12-19T23:30:00Z
KXBTC15M-25DEC121815-15,KXBTC15M-25DEC121815,"BTC price up in next 15 mins?",finalized,yes,,106,2025-12-12T23:15:00Z,2025-12-19T23:15:00Z
KXBTC15M-25DEC121800-00,KXBTC15M-25DEC121800,"BTC price up in next 15 mins?",finalized,no,,2281,2025-12-12T23:00:00Z,2025-12-19T23:00:00Z
KXBTC15M-25DEC121745-45,KXBTC15M-25DEC121745,"BTC price up in next 15 mins?",finalized,no,,1299,2025-12-12T22:45:00Z,2025-12-19T22:45:00Z
KXBTC15M-25DEC121730-30,KXBTC15M-25DEC121730,"BTC price up in next 15 mins?",finalized,no,,490,2025-12-12T22:30:00Z,2025-12-19T22:30:00Z
KXBTC15M-25DEC121715-15,KXBTC15M-25DEC121715,"BTC price up in next 15 mins?",finalized,yes,,828,2025-12-12T22:15:00Z,2025-12-19T22:15:00Z
KXBTC15M-25DEC121700-00,KXBTC15M-25DEC121700,"BTC price up in next 15 mins?",finalized,no,,179,2025-12-12T22:00:00Z,2025-12-19T22:00:00Z
KXBTC15M-25DEC121645-45,KXBTC15M-25DEC121645,"BTC price up in next 15 mins?",finalized,yes,,390,2025-12-12T21:45:00Z,2025-12-19T21:45:00Z
KXBTC15M-25DEC121630-30,KXBTC15M-25DEC121630,"BTC price up in next 15 mins?",finalized,no,,330,2025-12-12T21:30:00Z,2025-12-19T21:30:00Z
KXBTC15M-25DEC121615-15,KXBTC15M-25DEC121615,"BTC price up in next 15 mins?",finalized,yes,,1215,2025-12-12T21:15:00Z,2025-12-19T21:15:00Z
KXBTC15M-25DEC121600-00,KXBTC15M-25DEC121600,"BTC price up in next 15 mins?",finalized,yes,,63,2025-12-12T21:00:00Z,2025-12-19T21:00:00Z
KXBTC15M-25DEC121545-45,KXBTC15M-25DEC121545,"BTC price up in next 15 mins?",finalized,yes,,646,2025-12-12T20:45:00Z,2025-12-19T20:45:00Z
KXBTC15M-25DEC121530-30,KXBTC15M-25DEC121530,"BTC price up in next 15 mins?",finalized,no,,2249,2025-12-12T20:30:00Z,2025-12-19T20:30:00Z
KXBTC15M-25DEC121515-15,KXBTC15M-25DEC121515,"BTC price up in next 15 mins?",finalized,no,,97,2025-12-12T20:15:00Z,2025-12-19T20:15:00Z
KXBTC15M-25DEC121500-00,KXBTC15M-25DEC121500,"BTC price up in next 15 mins?",finalized,yes,,95,2025-12-12T20:00:00Z,2025-12-19T20:00:00Z
KXBTC15M-25DEC121445-45,KXBTC15M-25DEC121445,"BTC price up in next 15 mins?",finalized,no,,784,2025-12-12T19:45:00Z,2025-12-19T19:45:00Z
KXBTC15M-25DEC121430-30,KXBTC15M-25DEC121430,"BTC price up in next 15 mins?",finalized,yes,,322,2025-12-12T19:30:00Z,2025-12-19T19:30:00Z
KXBTC15M-25DEC121415-15,KXBTC15M-25DEC121415,"BTC price up in next 15 mins?",finalized,no,,317,2025-12-12T19:15:00Z,2025-12-19T19:15:00Z
KXBTC15M-25DEC121400-00,KXBTC15M-25DEC121400,"BTC price up in next 15 mins?",finalized,no,,490,2025-12-12T19:00:00Z,2025-12-19T19:00:00Z
KXBTC15M-25DEC121345-45,KXBTC15M-25DEC121345,"BTC price up in next 15 mins?",finalized,no,,228,2025-12-12T18:45:00Z,2025-12-19T18:45:00Z
KXBTC15M-25DEC121330-30,KXBTC15M-25DEC121330,"BTC price up in next 15 mins?",finalized,yes,,1278,2025-12-12T18:30:00Z,2025-12-19T18:30:00Z
KXBTC15M-25DEC121315-15,KXBTC15M-25DEC121315,"BTC price up in next 15 mins?",finalized,yes,,59,2025-12-12T18:15:00Z,2025-12-19T18:15:00Z
KXBTC15M-25DEC121300-00,KXBTC15M-25DEC121300,"BTC price up in next 15 mins?",finalized,no,,43,2025-12-12T18:00:00Z,2025-12-19T18:00:00Z
KXBTC15M-25DEC121245-45,KXBTC15M-25DEC121245,"BTC price up in next 15 mins?",finalized,yes,,65,2025-12-12T17:45:00Z,2025-12-19T17:45:00Z
KXBTC15M-25DEC121230-30,KXBTC15M-25DEC121230,"BTC price up in next 15 mins?",finalized,no,,431,2025-12-12T17:30:00Z,2025-12-19T17:30:00Z
KXBTC15M-25DEC121215-15,KXBTC15M-25DEC121215,"BTC price up in next 15 mins?",finalized,yes,,310,2025-12-12T17:15:00Z,2025-12-19T17:15:00Z
KXBTC15M-25DEC121200-00,KXBTC15M-25DEC121200,"BTC price up in next 15 mins?",finalized,yes,,9,2025-12-12T17:00:00Z,2025-12-19T17:00:00Z
KXBTC15M-25DEC121145-45,KXBTC15M-25DEC121145,"BTC price up in next 15 mins?",finalized,no,,7,2025-12-12T16:45:00Z,2025-12-19T16:45:00Z
KXBTC15M-25DEC121130-30,KXBTC15M-25DEC121130,"BTC price up in next 15 mins?",finalized,yes,,57,2025-12-12T16:30:00Z,2025-12-19T16:30:00Z
KXBTC15M-25DEC121115-15,KXBTC15M-25DEC121115,"BTC price up in next 15 mins?",finalized,yes,,37,2025-12-12T16:15:00Z,2025-12-19T16:15:00Z
KXBTC15M-25DEC121100-00,KXBTC15M-25DEC121100,"BTC price up in next 15 mins?",finalized,no,,4,2025-12-12T16:00:00Z,2025-12-19T16:00:00Z
KXBTC15M-25DEC121045-45,KXBTC15M-25DEC121045,"BTC price up in next 15 mins?",finalized,no,,17,2025-12-12T15:45:00Z,2025-12-19T15:45:00Z
KXBTC15M-25DEC121030-30,KXBTC15M-25DEC121030,"BTC price up in next 15 mins?",finalized,no,,3,2025-12-12T15:30:00Z,2025-12-19T15:30:00Z
KXBTC15M-25DEC121015-15,KXBTC15M-25DEC121015,"BTC price up in next 15 mins?",finalized,no,,98,2025-12-12T15:15:00Z,2025-12-19T15:15:00Z
KXBTC15M-25DEC121000-00,KXBTC15M-25DEC121000,"BTC price up in next 15 mins?",finalized,yes,,79,2025-12-12T15:00:00Z,2025-12-19T15:00:00Z
KXBTC15M-25DEC120945-45,KXBTC15M-25DEC120945,"BTC price up in next 15 mins?",finalized,yes,,86,2025-12-12T14:45:00Z,2025-12-19T14:45:00Z
KXBTC15M-25DEC120930-30,KXBTC15M-25DEC120930,"BTC price up in next 15 mins?",finalized,no,,13,2025-12-12T14:30:00Z,2025-12-19T14:30:00Z
KXBTC15M-25DEC120915-15,KXBTC15M-25DEC120915,"BTC price up in next 15 mins?",finalized,no,,17,2025-12-12T14:15:00Z,2025-12-19T14:15:00Z
KXBTC15M-25DEC120000-00,KXBTC15M-25DEC120000,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-12T05:00:00Z,2025-12-19T05:00:00Z
KXBTC15M-25DEC112345-45,KXBTC15M-25DEC112345,"BTC price up in next 15 mins?",finalized,yes,,197,2025-12-12T04:45:00Z,2025-12-19T04:45:00Z
KXBTC15M-25DEC112330-30,KXBTC15M-25DEC112330,"BTC price up in next 15 mins?",finalized,no,,306,2025-12-12T04:30:00Z,2025-12-19T04:30:00Z
KXBTC15M-25DEC112315-15,KXBTC15M-25DEC112315,"BTC price up in next 15 mins?",finalized,no,,60,2025-12-12T04:15:00Z,2025-12-19T04:15:00Z
KXBTC15M-25DEC112300-00,KXBTC15M-25DEC112300,"BTC price up in next 15 mins?",finalized,no,,16,2025-12-12T04:00:00Z,2025-12-19T04:00:00Z
KXBTC15M-25DEC112245-45,KXBTC15M-25DEC112245,"BTC price up in next 15 mins?",finalized,yes,,56,2025-12-12T03:45:00Z,2025-12-19T03:45:00Z
KXBTC15M-25DEC112230-30,KXBTC15M-25DEC112230,"BTC price up in next 15 mins?",finalized,no,,50,2025-12-12T03:30:00Z,2025-12-19T03:30:00Z
KXBTC15M-25DEC112215-15,KXBTC15M-25DEC112215,"BTC price up in next 15 mins?",finalized,no,,72,2025-12-12T03:15:00Z,2025-12-19T03:15:00Z
KXBTC15M-25DEC112200-00,KXBTC15M-25DEC112200,"BTC price up in next 15 mins?",finalized,yes,,0,2025-12-12T03:00:00Z,2025-12-19T03:00:00Z
KXBTC15M-25DEC112145-45,KXBTC15M-25DEC112145,"BTC price up in next 15 mins?",finalized,yes,,188,2025-12-12T02:45:00Z,2025-12-19T02:45:00Z
KXBTC15M-25DEC112130-30,KXBTC15M-25DEC112130,"BTC price up in next 15 mins?",finalized,no,,1226,2025-12-12T02:30:00Z,2025-12-19T02:30:00Z
